SEX,STATUT,CSP,USAGE,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE,AGECOND_CAT,ACV_CAT
F,A,50,Professionnel,N,50,BER,S,INJ,ES,S220,H,0.0,Collectif_Clos,35_45,2_4
M,A,1,Professionnel,N,50,BER,S,INJ,ES,S220,H,0.0,Collectif_Clos,45_55,5_9
M,A,50,Professionnel,N,50,BER,S,INJ,ES,S220,H,0.0,Individuel_Clos,55_70,0_1
M,A,50,Prive,N,58,BER,S,INJ,ES,S220,H,0.0,Collectif_Clos,45_55,2_4
M,A,50,Professionnel,N,64,BER,S,INJ,ES,S220,H,0.0,Individuel_Clos,55_70,0_1
M,A,50,Professionnel,N,71,BER,S,INJ,ES,S220,H,0.0,Individuel_Clos,>70,2_4
M,A,50,Prive,N,95,BER,S,INJ,ES,200-220,H,0.0,Individuel_Clos,25_35,>=10
F,A,55,Prive_Trajet,N,67,BER,T,INJ,ES,200-220,H,0.0,Individuel_Clos,55_70,>=10
M,A,1,Professionnel,N,50,BER,T,INJ,ES,200-220,H,0.0,Individuel_Clos,45_55,2_4
M,A,60,Prive,N,50,BER,T,INJ,ES,S220,H,0.0,Collectif_Clos,55_70,5_9
M,A,50,Professionnel,N,57,BER,T,INJ,ES,S220,H,0.0,Autre,55_70,>=10
F,A,60,Prive,N,50,BER,T,INJ,ES,S220,H,0.0,Collectif_Clos,>70,5_9
F,A,50,Prive_Trajet,O,57,BER,T,INJ,ES,S220,H,0.0,Collectif_Clos,25_35,>=10
M,A,50,Prive,N,54,BER,T,INJ,ES,S220,H,0.0,Collectif_Clos,35_45,>=10
M,A,AUTRE,Prive,N,50,BER,T,IDS,GO,200-220,H,0.0,Collectif_Clos,45_55,5_9
M,A,1,Professionnel,N,50,BER,T,INJ,ES,S220,H,0.0,Individuel_Clos,45_55,5_9
M,A,50,Professionnel,N,50,BER,T,INJ,ES,S220,H,0.0,Collectif_Clos,45_55,2_4
M,A,60,Prive,O,50,BER,T,INJ,ES,200-220,H,0.0,Individuel_Clos,>70,>=10
M,A,AUTRE,Prive,N,50,BER,T,IDS,GO,S220,H,0.0,Individuel_Clos,55_70,2_4
M,C,55,Prive,N,57,BER,T,INJ,GO,150-160,H,0.0,Individuel_Clos,35_45,>=10
M,A,50,Professionnel,N,55,BER,T,INJ,ES,S220,H,0.0,Autre,45_55,5_9
M,A,50,Prive,N,50,BER,T,INS,GO,180-190,H,0.0,Individuel_Clos,45_55,5_9
M,C,1,Prive,O,50,BER,T,INJ,ES,S220,H,0.0,Autre,35_45,>=10
M,A,1,Prive_Trajet,O,54,BER,T,INJ,ES,S220,H,0.0,Collectif_Clos,35_45,5_9
M,A,50,Prive,O,50,BER,T,INJ,ES,S220,H,0.0,Collectif_Clos,45_55,>=10
M,A,50,Prive,O,50,BER,T,INJ,ES,S220,H,0.0,Collectif_Clos,35_45,>=10
M,A,50,Prive_Trajet,N,50,BER,T,INJ,ES,200-220,H,0.0,Collectif_Clos,35_45,>=10
M,A,50,Prive_Trajet,N,50,BER,T,IDS,GO,200-220,H,0.0,Collectif_Clos,55_70,2_4
M,C,50,Prive_Trajet,N,50,BER,T,INS,GO,200-220,H,0.0,Collectif_Clos,35_45,5_9
M,A,50,Prive,N,64,BER,T,INJ,ES,200-220,H,0.0,Collectif_Clos,25_35,>=10
M,A,50,Prive,O,50,BER,T,INJ,ES,S220,H,0.0,Individuel_Clos,45_55,>=10
M,A,50,Prive,N,50,BER,T,INJ,ES,S220,H,0.0,Individuel_Clos,45_55,>=10
M,A,50,Prive_Trajet,N,64,BER,T,INJ,ES,S220,H,0.0,Collectif_Clos,35_45,5_9
M,C,50,Prive_Trajet,N,50,BER,U,INJ,ES,S220,H,0.0,Individuel_Clos,35_45,2_4
M,A,50,Prive,N,50,BER,U,INJ,ES,S220,H,0.0,Collectif_Clos,55_70,5_9
M,A,50,Prive_Trajet,N,64,BER,U,INJ,ES,S220,H,4358.998187,Collectif_Clos,25_35,5_9
M,A,1,Prive_Trajet,N,50,BER,U,INJ,ES,200-220,H,0.0,Individuel_Clos,45_55,>=10
F,A,AUTRE,Tournees,N,50,BER,U,INJ,ES,S220,H,0.0,Individuel_Clos,45_55,5_9
F,A,AUTRE,Prive_Trajet,N,50,BER,U,INJ,ES,S220,H,832.9975831,Collectif_Clos,45_55,5_9
F,A,AUTRE,Prive,O,50,BER,U,INJ,ES,S220,H,0.0,Autre,55_70,>=10
F,A,AUTRE,Prive,O,50,BER,U,INJ,ES,S220,H,0.0,Collectif_Clos,45_55,>=10
M,A,AUTRE,Professionnel,N,50,BER,U,INJ,ES,S220,H,0.0,Autre,45_55,5_9
M,A,1,Professionnel,N,50,BER,U,INJ,ES,S220,H,991.1302115,Collectif_Clos,55_70,5_9
M,A,AUTRE,Prive_Trajet,N,54,BER,U,INJ,ES,S220,H,0.0,Collectif_Clos,>70,2_4
M,A,50,Prive_Trajet,N,50,BER,U,INJ,ES,S220,H,0.0,Individuel_Clos,55_70,5_9
M,A,50,Professionnel,N,50,BER,U,INJ,ES,S220,H,415.3441088,Collectif_Clos,55_70,2_4
M,A,AUTRE,Professionnel,N,87,BER,U,INS,ES,S220,H,0.0,Collectif_Clos,45_55,0_1
M,A,50,Professionnel,N,87,BER,U,INJ,ES,S220,H,0.0,Individuel_Clos,>70,2_4
M,C,1,Prive_Trajet,N,52,BER,U,INJ,ES,200-220,H,0.0,Collectif_Clos,35_45,>=10
M,A,AUTRE,Professionnel,N,75,BER,U,INJ,ES,S220,H,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,50,BER,U,INJ,ES,200-220,H,0.0,Autre,55_70,5_9
M,A,50,Prive,N,50,BER,U,INJ,ES,S220,H,0.0,Collectif_Clos,45_55,5_9
M,C,50,Prive,O,80,BER,U,IDS,GO,S220,H,0.0,Individuel_Clos,35_45,2_4
M,A,AUTRE,Prive,N,50,BER,U,INJ,ES,S220,H,0.0,Collectif_Clos,55_70,2_4
M,A,50,Prive_Trajet,N,50,BER,U,INJ,ES,200-220,H,2147.580363,Collectif_Clos,55_70,5_9
M,A,50,Professionnel,N,55,BER,U,INJ,ES,S220,H,885.0996979,Collectif_Clos,45_55,5_9
M,A,50,Prive_Trajet,N,50,BER,U,INJ,ES,S220,H,0.0,Collectif_Clos,45_55,>=10
M,A,AUTRE,Prive,N,50,BER,U,INJ,ES,S220,H,0.0,Collectif_Clos,55_70,2_4
M,C,AUTRE,Prive,N,50,BER,U,INJ,ES,200-220,H,0.0,Collectif_Clos,45_55,5_9
M,A,AUTRE,Professionnel,N,66,BER,U,INJ,ES,S220,H,2195.947432,Collectif_Clos,45_55,2_4
M,A,55,Professionnel,N,72,BER,U,INJ,ES,S220,H,0.0,Autre,35_45,5_9
M,A,AUTRE,Professionnel,N,100,BER,U,INJ,ES,S220,H,0.0,Collectif_Clos,55_70,0_1
M,A,AUTRE,Prive_Trajet,O,76,BER,U,INJ,ES,200-220,H,0.0,Collectif_Clos,35_45,>=10
F,A,60,Prive,N,72,BER,V,INJ,ES,S220,H,0.0,Individuel_Clos,>70,5_9
M,A,50,Prive_Trajet,N,50,BER,V,INJ,ES,S220,H,0.0,Collectif_Clos,35_45,5_9
M,A,AUTRE,Prive_Trajet,N,50,BER,V,INJ,ES,S220,H,1093.967674,Collectif_Clos,55_70,2_4
F,A,AUTRE,Prive,N,50,BER,V,INJ,ES,S220,H,0.0,Collectif_Clos,45_55,5_9
F,C,50,Prive_Trajet,O,50,BER,V,INJ,ES,S220,H,0.0,Collectif_Clos,55_70,>=10
M,A,AUTRE,Prive_Trajet,N,50,BER,V,INJ,ES,S220,H,0.0,Individuel_Clos,55_70,2_4
M,C,50,Prive_Trajet,N,90,BER,V,INJ,ES,S220,H,0.0,Individuel_Clos,35_45,5_9
M,A,50,Prive_Trajet,N,51,BER,V,INJ,ES,S220,H,0.0,Individuel_Clos,45_55,0_1
M,A,50,Prive_Trajet,N,77,BER,V,INJ,ES,S220,H,0.0,Individuel_Clos,45_55,5_9
M,A,AUTRE,Professionnel,N,60,BER,V,INJ,ES,S220,H,0.0,Autre,25_35,>=10
M,A,50,Prive_Trajet,N,67,BER,V,INJ,ES,200-220,H,0.0,Collectif_Clos,25_35,>=10
M,A,60,Prive,N,50,BER,V,INJ,ES,S220,H,0.0,Collectif_Clos,>70,5_9
M,C,50,Prive_Trajet,N,50,BER,V,INJ,ES,200-220,H,0.0,Collectif_Clos,55_70,>=10
M,A,1,Prive,N,65,BER,V,INJ,ES,S220,H,0.0,Collectif_Clos,45_55,5_9
M,A,60,Prive,N,50,BER,V,INJ,ES,200-220,H,1792.326888,Individuel_Clos,>70,5_9
M,A,60,Prive,N,50,BER,V,INJ,ES,S220,H,0.0,Autre,55_70,>=10
M,A,AUTRE,Prive,N,50,BER,V,INJ,ES,200-220,H,0.0,Individuel_Clos,>70,>=10
M,A,50,Professionnel,N,50,BER,V,INJ,ES,S220,H,0.0,Individuel_Clos,45_55,5_9
M,A,60,Prive,O,50,BER,V,INJ,ES,S220,H,0.0,Individuel_Clos,>70,>=10
M,A,AUTRE,Prive,N,60,BER,V,INJ,ES,S220,H,0.0,Individuel_Clos,25_35,>=10
M,A,60,Prive,N,50,BER,V,INJ,ES,S220,H,0.0,Collectif_Clos,>70,2_4
F,C,50,Prive,N,64,BER,W,INJ,ES,S220,H,0.0,Collectif_Clos,55_70,2_4
F,A,AUTRE,Professionnel,N,70,BER,W,INJ,ES,S220,H,0.0,Collectif_Clos,45_55,>=10
M,A,60,Prive,N,50,BER,W,INJ,ES,S220,H,7277.623867,Individuel_Clos,55_70,2_4
M,A,AUTRE,Prive_Trajet,N,50,BER,W,INJ,ES,S220,H,0.0,Collectif_Clos,35_45,5_9
M,A,50,Prive,N,50,BER,W,INJ,ES,S220,H,0.0,Individuel_Clos,55_70,>=10
M,A,60,Prive,N,50,BER,W,INJ,ES,S220,H,0.0,Collectif_Clos,>70,5_9
M,A,50,Prive_Trajet,O,50,BER,W,INJ,ES,S220,H,0.0,Collectif_Clos,55_70,2_4
F,A,60,Prive,N,72,BER,X,INJ,ES,S220,H,0.0,Collectif_Clos,>70,5_9
M,C,55,Prive,O,50,BRK,A,CAR,ES,150-160,0,0.0,Autre,>70,>=10
M,C,50,Prive_Trajet,N,62,BRK,A,CAR,ES,001-130,0,0.0,Autre,25_35,>=10
M,A,50,Prive,N,50,BRK,A,CAR,ES,140-150,M1,0.0,Collectif_Clos,55_70,>=10
F,A,50,Prive_Trajet,N,58,BRK,C,INJ,ES,130-140,A,0.0,Autre,45_55,5_9
F,A,50,Prive_Trajet,N,68,BRK,C,INJ,ES,130-140,A,0.0,Autre,35_45,5_9
M,C,50,Prive_Trajet,N,50,BRK,C,INJ,ES,130-140,M1,0.0,Autre,45_55,>=10
M,A,55,Prive,N,50,BRK,C,INJ,ES,140-150,M1,0.0,Autre,45_55,5_9
F,A,AUTRE,Prive_Trajet,N,50,BRK,D,INJ,ES,130-140,A,0.0,Autre,35_45,2_4
F,A,60,Prive,N,90,BRK,D,INJ,ES,130-140,A,0.0,Autre,55_70,5_9
F,A,50,Prive_Trajet,O,64,BRK,D,INJ,ES,130-140,A,0.0,Autre,35_45,5_9
F,A,50,Prive,O,95,BRK,D,INJ,ES,150-160,A,0.0,Collectif_Clos,25_35,2_4
F,A,50,Prive,N,100,BRK,D,INJ,ES,150-160,A,0.0,Autre,35_45,2_4
F,A,55,Prive_Trajet,O,50,BRK,D,INJ,ES,130-140,A,0.0,Autre,45_55,5_9
F,A,50,Prive_Trajet,N,76,BRK,D,INJ,ES,130-140,A,0.0,Autre,25_35,5_9
F,A,50,Prive_Trajet,N,87,BRK,D,INJ,ES,150-160,A,0.0,Autre,35_45,2_4
F,A,50,Prive_Trajet,N,76,BRK,D,INJ,ES,150-160,A,0.0,Autre,45_55,0_1
F,A,1,Professionnel,N,55,BRK,D,INJ,ES,150-160,A,0.0,Autre,45_55,0_1
F,A,AUTRE,Prive_Trajet,N,90,BRK,D,INJ,ES,130-140,A,0.0,Autre,25_35,5_9
M,A,50,Prive,N,72,BRK,D,CAR,ES,150-160,M2,0.0,Autre,35_45,>=10
M,A,50,Professionnel,N,76,BRK,D,INJ,ES,130-140,A,0.0,Autre,45_55,5_9
M,A,50,Prive_Trajet,N,54,BRK,D,INJ,ES,150-160,A,0.0,Autre,55_70,2_4
M,C,AUTRE,Professionnel,N,50,BRK,D,CAR,ES,001-130,M1,0.0,Individuel_Clos,35_45,>=10
M,A,60,Prive,O,50,BRK,D,INJ,ES,140-150,M1,0.0,Autre,55_70,5_9
M,A,50,Prive,N,85,BRK,D,INJ,ES,150-160,A,0.0,Autre,35_45,2_4
M,A,50,Prive,N,90,BRK,D,INJ,ES,150-160,A,0.0,Autre,35_45,2_4
F,A,AUTRE,Prive_Trajet,N,95,BRK,E,INJ,ES,160-170,M1,0.0,Autre,25_35,5_9
F,C,50,Prive_Trajet,N,68,BRK,E,INJ,ES,130-140,A,0.0,Autre,55_70,2_4
F,A,50,Prive_Trajet,O,80,BRK,E,INJ,ES,160-170,M1,0.0,Collectif_Clos,45_55,5_9
M,A,50,Prive,N,95,BRK,E,CAR,ES,140-150,M1,0.0,Autre,35_45,>=10
M,A,50,Prive,N,50,BRK,E,INJ,ES,160-170,M1,0.0,Autre,35_45,2_4
M,A,50,Prive_Trajet,N,57,BRK,E,INJ,ES,160-170,M1,0.0,Collectif_Clos,45_55,5_9
F,A,50,Prive,O,50,BRK,E,INJ,ES,150-160,A,0.0,Autre,55_70,0_1
F,A,50,Prive_Trajet,N,57,BRK,E,INJ,ES,130-140,A,0.0,Autre,35_45,5_9
F,A,55,Prive_Trajet,N,50,BRK,F,CAR,ES,150-160,0,0.0,Autre,55_70,>=10
F,A,50,Prive,O,50,BRK,F,INJ,ES,160-170,B,713.8649547,Autre,55_70,2_4
F,A,AUTRE,Prive,N,50,BRK,F,INJ,ES,150-160,B,0.0,Autre,55_70,5_9
M,A,50,Prive_Trajet,N,100,BRK,F,INJ,GO,130-140,M1,0.0,Autre,45_55,>=10
M,A,50,Prive,O,60,BRK,F,CAR,ES,150-160,0,0.0,Autre,55_70,>=10
M,A,50,Prive_Trajet,N,64,BRK,F,INJ,ES,150-160,M1,0.0,Collectif_Clos,25_35,2_4
M,A,50,Prive,N,80,BRK,F,CAR,ES,140-150,M1,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,N,118,BRK,F,CAR,ES,130-140,M1,0.0,Autre,45_55,>=10
M,A,AUTRE,Professionnel,N,118,BRK,F,INJ,GO,130-140,M1,0.0,Autre,45_55,>=10
M,C,AUTRE,Prive_Trajet,N,85,BRK,F,CAR,ES,140-150,M1,0.0,Autre,25_35,>=10
M,A,AUTRE,Professionnel,N,50,BRK,F,CAR,ES,150-160,0,0.0,Autre,55_70,>=10
M,A,AUTRE,Prive,N,60,BRK,G,INJ,GO,130-140,M1,0.0,Autre,45_55,>=10
F,A,50,Prive,N,95,BRK,G,CAR,ES,160-170,M2,0.0,Autre,25_35,>=10
F,A,50,Prive_Trajet,N,76,BRK,G,INJ,GO,140-150,M1,0.0,Autre,45_55,>=10
F,C,55,Prive_Trajet,N,50,BRK,G,INJ,ES,170-180,M2,0.0,Autre,35_45,5_9
F,C,50,Professionnel,N,64,BRK,G,IDS,GO,150-160,A,0.0,Autre,25_35,0_1
F,A,50,Prive,N,112,BRK,G,INJ,ES,150-160,M1,0.0,Collectif_Clos,35_45,5_9
F,A,50,Prive,N,50,BRK,G,INJ,ES,150-160,M1,0.0,Individuel_Clos,35_45,5_9
F,A,55,Prive,N,112,BRK,G,INJ,ES,130-140,M1,0.0,Autre,35_45,5_9
F,A,1,Professionnel,N,76,BRK,G,INJ,ES,150-160,M1,0.0,Autre,35_45,5_9
M,A,AUTRE,Professionnel,N,50,BRK,G,CAR,ES,140-150,M1,0.0,Autre,55_70,>=10
M,A,50,Prive,N,50,BRK,G,INJ,ES,160-170,M1,0.0,Autre,55_70,5_9
M,A,AUTRE,Professionnel,N,50,BRK,G,INJ,ES,150-160,M1,0.0,Autre,45_55,5_9
M,A,50,Professionnel,N,90,BRK,G,INJ,GO,140-150,M1,0.0,Collectif_Clos,45_55,0_1
M,A,60,Prive,N,50,BRK,G,CAR,ES,160-170,M1,0.0,Autre,>70,>=10
M,A,50,Prive,N,95,BRK,G,INJ,GO,140-150,M1,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,N,58,BRK,G,INJ,ES,140-150,M1,0.0,Collectif_Clos,45_55,5_9
M,A,AUTRE,Prive_Trajet,N,50,BRK,G,INJ,GO,140-150,M1,0.0,Autre,35_45,2_4
M,A,50,Professionnel,N,71,BRK,G,INJ,ES,130-140,M1,1418.610272,Autre,35_45,2_4
M,A,50,Prive_Trajet,N,72,BRK,G,INJ,ES,150-160,M1,0.0,Autre,35_45,2_4
M,A,50,Prive,N,90,BRK,G,INJ,ES,150-160,B,0.0,Autre,45_55,2_4
M,C,50,Prive_Trajet,N,56,BRK,G,INJ,GO,130-140,M1,0.0,Autre,55_70,5_9
M,A,50,Prive_Trajet,N,72,BRK,G,INJ,GO,150-160,M1,0.0,Autre,45_55,5_9
M,A,AUTRE,Professionnel,N,95,BRK,G,INJ,ES,150-160,M1,0.0,Collectif_Clos,55_70,2_4
M,A,50,Prive_Trajet,N,50,BRK,G,INJ,GO,130-140,M1,0.0,Autre,35_45,>=10
M,C,50,Prive_Trajet,N,64,BRK,G,INJ,GO,130-140,M1,0.0,Autre,55_70,5_9
M,A,50,Prive_Trajet,N,50,BRK,G,INJ,ES,160-170,M1,0.0,Autre,55_70,5_9
F,A,55,Prive_Trajet,O,80,BRK,G,INJ,ES,170-180,M1,0.0,Autre,25_35,5_9
M,A,50,Professionnel,N,80,BRK,G,INJ,GO,150-160,M1,0.0,Autre,25_35,5_9
M,C,50,Prive_Trajet,N,80,BRK,G,INJ,ES,160-170,M1,0.0,Autre,35_45,5_9
M,A,60,Prive,O,50,BRK,G,CAR,ES,160-170,H,0.0,Autre,>70,>=10
M,C,50,Prive_Trajet,N,59,BRK,G,INJ,GO,130-140,M1,0.0,Autre,55_70,5_9
M,A,50,Prive_Trajet,N,95,BRK,G,INJ,GO,130-140,M1,0.0,Autre,35_45,2_4
F,A,50,Prive_Trajet,N,95,BRK,H,INJ,ES,170-180,M1,0.0,Autre,45_55,5_9
M,A,1,Professionnel,N,63,BRK,H,INJ,ES,170-180,M1,0.0,Autre,45_55,0_1
M,A,50,Prive_Trajet,N,85,BRK,H,INJ,ES,170-180,M1,0.0,Autre,25_35,5_9
M,A,50,Prive_Trajet,N,50,BRK,H,INJ,ES,160-170,M1,0.0,Autre,25_35,2_4
M,A,50,Tournees,N,50,BRK,H,INJ,GO,140-150,M1,0.0,Autre,45_55,2_4
M,A,50,Professionnel,N,59,BRK,H,INJ,GO,160-170,M1,0.0,Autre,45_55,5_9
M,A,AUTRE,Tournees,N,50,BRK,H,INJ,GO,140-150,M1,0.0,Autre,45_55,0_1
M,A,AUTRE,Professionnel,N,50,BRK,H,INJ,GO,140-150,M1,0.0,Autre,45_55,5_9
F,A,50,Prive_Trajet,N,90,BRK,H,INJ,GO,140-150,M1,0.0,Autre,35_45,5_9
F,C,55,Prive_Trajet,N,118,BRK,H,INJ,ES,160-170,M1,0.0,Autre,35_45,5_9
F,A,50,Professionnel,N,61,BRK,H,INJ,ES,150-160,M1,3060.239275,Autre,55_70,2_4
F,A,1,Prive,N,50,BRK,H,CAR,ES,170-180,M2,0.0,Autre,55_70,>=10
F,C,50,Prive,O,80,BRK,H,CAR,ES,150-160,H,0.0,Autre,25_35,>=10
F,A,50,Prive,N,50,BRK,H,INJ,ES,140-150,M1,0.0,Autre,45_55,2_4
F,A,60,Prive,N,72,BRK,H,INJ,ES,180-190,M1,0.0,Autre,55_70,2_4
F,A,AUTRE,Professionnel,N,90,BRK,H,CAR,ES,180-190,M2,0.0,Autre,35_45,>=10
F,A,50,Prive_Trajet,N,50,BRK,H,INJ,GO,140-150,M1,0.0,Autre,35_45,5_9
F,C,50,Prive,N,90,BRK,H,INJ,ES,170-180,M1,0.0,Collectif_Clos,45_55,2_4
F,C,50,Professionnel,N,100,BRK,H,INS,GO,170-180,M1,130.4791541,Autre,35_45,5_9
F,A,50,Prive,N,64,BRK,H,INJ,ES,160-170,M1,0.0,Autre,25_35,5_9
F,C,60,Prive,O,52,BRK,H,INJ,ES,160-170,B,0.0,Collectif_Clos,>70,0_1
F,A,50,Prive_Trajet,N,61,BRK,H,INJ,ES,150-160,M1,0.0,Autre,35_45,2_4
F,C,50,Prive_Trajet,N,50,BRK,H,INJ,ES,170-180,M1,0.0,Autre,45_55,5_9
F,A,50,Professionnel,N,50,BRK,H,INJ,ES,150-160,M1,0.0,Collectif_Clos,35_45,0_1
F,A,60,Prive,N,50,BRK,H,INJ,ES,150-160,M1,0.0,Autre,>70,0_1
F,C,50,Prive,N,95,BRK,H,INJ,ES,170-180,B,0.0,Collectif_Clos,45_55,0_1
M,C,55,Prive,N,50,BRK,H,INJ,GO,140-150,M1,0.0,Autre,45_55,5_9
M,A,50,Prive,N,85,BRK,H,INJ,GO,140-150,M1,0.0,Autre,25_35,5_9
M,A,55,Prive_Trajet,N,51,BRK,H,INJ,ES,160-170,M1,0.0,Autre,25_35,5_9
M,A,50,Professionnel,N,90,BRK,H,INJ,ES,150-160,M1,0.0,Collectif_Clos,55_70,2_4
M,A,50,Professionnel,N,50,BRK,H,INJ,ES,150-160,M1,0.0,Autre,55_70,2_4
M,A,55,Prive_Trajet,O,50,BRK,H,INJ,ES,180-190,M1,0.0,Autre,45_55,5_9
M,C,AUTRE,Professionnel,N,85,BRK,H,IDS,GO,150-160,M1,0.0,Autre,25_35,2_4
M,C,50,Prive_Trajet,N,95,BRK,H,INJ,ES,170-180,M1,0.0,Autre,25_35,5_9
M,A,1,Professionnel,N,72,BRK,H,INJ,ES,150-160,M1,0.0,Autre,35_45,2_4
M,A,AUTRE,Professionnel,N,50,BRK,H,IDS,GO,140-150,M1,187.8716012,Autre,45_55,2_4
M,C,55,Prive_Trajet,N,50,BRK,H,IDS,GO,160-170,B,0.0,Autre,45_55,0_1
M,A,AUTRE,Tournees,N,50,BRK,H,INJ,ES,140-150,M1,0.0,Collectif_Clos,45_55,2_4
M,A,50,Prive_Trajet,N,50,BRK,H,CAR,ES,150-160,M2,0.0,Autre,45_55,>=10
M,A,50,Professionnel,N,62,BRK,H,INJ,GO,140-150,M1,1420.966767,Autre,55_70,5_9
M,A,1,Professionnel,N,50,BRK,H,INJ,ES,180-190,M1,0.0,Autre,45_55,5_9
M,A,60,Prive,N,50,BRK,H,INJ,ES,160-170,M1,0.0,Autre,>70,5_9
M,A,55,Prive_Trajet,N,85,BRK,H,INS,GO,150-160,M1,0.0,Autre,55_70,5_9
M,A,60,Prive,N,50,BRK,H,INJ,GO,140-150,M1,0.0,Individuel_Clos,55_70,2_4
M,A,50,Prive_Trajet,N,50,BRK,H,INJ,GO,150-160,M1,0.0,Collectif_Clos,55_70,>=10
M,A,55,Prive_Trajet,N,50,BRK,H,INJ,ES,170-180,M1,0.0,Autre,35_45,5_9
M,A,1,Prive_Trajet,N,70,BRK,H,INJ,GO,140-150,M1,1210.508157,Autre,45_55,5_9
M,A,AUTRE,Prive,N,95,BRK,H,CAR,ES,170-180,M2,0.0,Autre,45_55,>=10
M,A,50,Prive_Trajet,N,85,BRK,H,IDS,GO,150-160,M1,1134.263746,Collectif_Clos,55_70,0_1
M,A,50,Prive_Trajet,N,80,BRK,H,INJ,ES,150-160,M1,1418.610272,Autre,25_35,2_4
M,A,55,Prive_Trajet,N,50,BRK,H,INJ,ES,170-180,M1,0.0,Autre,35_45,5_9
M,A,55,Prive_Trajet,N,63,BRK,H,INS,GO,150-160,M1,0.0,Autre,45_55,5_9
M,C,50,Prive_Trajet,N,95,BRK,H,INJ,GO,140-150,M1,0.0,Autre,21_25,2_4
M,C,50,Prive_Trajet,N,80,BRK,H,INJ,GO,130-140,0,0.0,Autre,35_45,0_1
M,A,50,Prive_Trajet,N,50,BRK,H,INJ,GO,140-150,M1,0.0,Autre,45_55,2_4
M,A,60,Prive,N,62,BRK,H,INJ,ES,170-180,M1,0.0,Autre,>70,5_9
M,A,50,Prive,N,85,BRK,H,CAR,ES,170-180,M2,0.0,Autre,55_70,>=10
M,A,50,Prive_Trajet,N,85,BRK,H,INJ,ES,160-170,M1,0.0,Autre,35_45,>=10
M,C,50,Prive,N,90,BRK,H,INJ,ES,170-180,M1,0.0,Autre,35_45,5_9
M,A,AUTRE,Professionnel,N,72,BRK,H,INJ,ES,150-160,M1,0.0,Autre,55_70,2_4
M,A,AUTRE,Tournees,N,50,BRK,H,INS,GO,160-170,M1,0.0,Autre,35_45,5_9
M,A,50,Prive_Trajet,N,50,BRK,H,INJ,ES,160-170,M1,0.0,Autre,55_70,5_9
M,A,50,Prive_Trajet,N,119,BRK,H,INJ,ES,160-170,M1,0.0,Autre,55_70,>=10
M,A,50,Prive,N,90,BRK,H,INJ,GO,140-150,M1,0.0,Autre,35_45,>=10
M,A,50,Prive,O,60,BRK,H,INJ,GO,140-150,M1,0.0,Autre,35_45,>=10
M,A,50,Prive_Trajet,N,50,BRK,H,INJ,GO,140-150,M1,0.0,Autre,45_55,>=10
M,C,60,Prive,N,50,BRK,H,INJ,ES,140-150,M1,0.0,Autre,55_70,0_1
M,A,50,Prive_Trajet,N,64,BRK,H,CAR,ES,160-170,M1,0.0,Autre,45_55,>=10
M,A,50,Prive,N,90,BRK,H,INS,GO,160-170,M1,0.0,Autre,45_55,5_9
F,C,50,Prive,N,95,BRK,H,INJ,ES,170-180,M1,0.0,Collectif_Clos,45_55,0_1
M,A,AUTRE,Professionnel,N,66,BRK,H,INJ,GO,140-150,M1,0.0,Autre,35_45,0_1
M,A,50,Prive_Trajet,N,72,BRK,H,INS,GO,150-160,M1,0.0,Autre,55_70,5_9
F,A,AUTRE,Professionnel,N,50,BRK,H,INJ,GO,140-150,M1,0.0,Autre,55_70,2_4
F,A,50,Prive_Trajet,N,50,BRK,I,INJ,ES,170-180,M1,0.0,Individuel_Clos,45_55,0_1
M,A,AUTRE,Professionnel,N,50,BRK,I,INS,GO,170-180,M1,0.0,Autre,45_55,5_9
M,A,50,Prive_Trajet,N,76,BRK,I,INJ,GO,150-160,M2,0.0,Autre,35_45,>=10
M,A,50,Prive_Trajet,N,50,BRK,I,CAR,ES,170-180,M2,0.0,Autre,45_55,>=10
M,A,AUTRE,Prive_Trajet,N,72,BRK,I,CAR,ES,170-180,M2,0.0,Autre,55_70,>=10
M,A,50,Prive_Trajet,O,50,BRK,I,CAR,ES,180-190,M2,0.0,Autre,35_45,>=10
M,A,50,Prive,N,50,BRK,I,IDS,GO,150-160,M1,0.0,Collectif_Clos,55_70,2_4
M,A,60,Prive,O,50,BRK,I,INJ,ES,170-180,M1,546.6833837,Collectif_Clos,55_70,5_9
F,C,1,Prive,N,100,BRK,I,INJ,ES,170-180,M1,0.0,Autre,45_55,5_9
F,A,50,Prive_Trajet,O,68,BRK,I,INJ,ES,170-180,M2,0.0,Autre,45_55,>=10
F,A,50,Professionnel,N,50,BRK,I,INS,GO,170-180,M1,0.0,Individuel_Clos,35_45,5_9
F,A,60,Prive,N,50,BRK,I,INJ,ES,190-200,B,0.0,Individuel_Clos,55_70,0_1
F,C,50,Prive_Trajet,N,95,BRK,I,INJ,GO,140-150,M1,0.0,Autre,35_45,>=10
F,A,55,Prive_Trajet,N,80,BRK,I,INJ,ES,170-180,M2,0.0,Autre,25_35,>=10
F,A,55,Prive,N,50,BRK,I,IDS,GO,150-160,M1,0.0,Autre,25_35,0_1
