ACV,SEX,STATUT,CSP,USAGE,AGECOND,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE
10,M,A,CSP_AUTRE,Professionnel,39,N,50,CAR_AUTRE,J,INJ,ES,170-180,M2,0.0,ClosCollectif
1,M,A,CSP_AUTRE,Professionnel,55,N,50,CAR_AUTRE,J,INJ,ES,180-190,B,0.0,GarageAutre
2,M,A,CSP_50,Prive,30,N,85,CAR_AUTRE,J,INJ,ES,200-220,B,0.0,GarageAutre
3,M,A,CSP_AUTRE,PriveTrajet,37,N,80,CAR_AUTRE,J,INJ,ES,190-200,M1,0.0,ClosCollectif
1,M,A,CSP_AUTRE,Professionnel,56,N,50,CAR_AUTRE,J,IDS,GO,170-180,M1,2253.469486,GarageAutre
1,M,A,CSP_50,PriveTrajet,44,N,50,CAR_AUTRE,J,IDS,GO,150-160,M1,0.0,ClosCollectif
7,M,A,CSP_AUTRE,Prive,34,N,50,CAR_AUTRE,J,INJ,ES,180-190,M1,0.0,GarageAutre
2,M,A,CSP_60,Prive,82,N,60,CAR_AUTRE,J,IDS,GO,170-180,M1,173.673716,GarageAutre
2,M,C,CSP_AUTRE,Prive,52,N,125,CAR_AUTRE,J,IDS,GO,150-160,M1,0.0,GarageAutre
7,M,A,CSP_50,Prive,37,O,90,CAR_AUTRE,J,INJ,ES,170-180,M2,0.0,GarageAutre
4,M,A,CSP_60,Prive,74,N,57,CAR_AUTRE,J,INJ,ES,190-200,M2,1212.699698,GarageAutre
1,M,C,CSP_60,Prive,69,N,50,CAR_AUTRE,J,IDS,GO,180-190,B,0.0,IndividuelClos
4,M,A,CSP_50,Prive,35,N,85,CAR_AUTRE,J,IDS,GO,160-170,M1,0.0,GarageAutre
2,M,A,CSP_AUTRE,PriveTrajet,46,N,50,CAR_AUTRE,J,IDS,GO,180-190,M1,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,28,N,85,CAR_AUTRE,J,INS,GO,170-180,M1,0.0,GarageAutre
9,M,A,CSP_AUTRE,Prive,40,O,64,CAR_AUTRE,J,INJ,ES,180-190,M2,0.0,GarageAutre
0,M,A,CSP_50,Professionnel,33,N,106,CAR_AUTRE,J,INJ,ES,180-190,B,0.0,ClosCollectif
0,M,A,CSP_AUTRE,PriveTrajet,35,O,85,CAR_AUTRE,J,IDS,GO,150-160,M1,0.0,GarageAutre
3,M,A,CSP_AUTRE,Prive,51,N,50,CAR_AUTRE,J,IDS,GO,180-190,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,51,N,74,CAR_AUTRE,J,INS,GO,180-190,M2,0.0,GarageAutre
9,M,A,CSP_60,Prive,86,O,50,CAR_AUTRE,J,INS,GO,170-180,M1,0.0,GarageAutre
7,M,C,CSP_50,Prive,32,N,90,CAR_AUTRE,J,INS,GO,170-180,M1,0.0,ClosCollectif
10,M,A,CSP_AUTRE,Professionnel,54,N,50,CAR_AUTRE,J,INS,GO,160-170,M2,0.0,GarageAutre
2,M,A,CSP_50,PriveTrajet,54,N,62,CAR_AUTRE,J,INJ,ES,190-200,M1,0.0,ClosCollectif
4,M,A,CSP_50,Prive,54,N,50,CAR_AUTRE,J,IDS,GO,170-180,M1,0.0,GarageAutre
2,M,A,CSP_AUTRE,PriveTrajet,41,N,50,CAR_AUTRE,J,IDS,GO,180-190,M1,0.0,GarageAutre
9,M,A,CSP_60,Prive,67,N,50,CAR_AUTRE,J,INJ,GO,160-170,M1,0.0,GarageAutre
10,M,A,CSP_AUTRE,Prive,61,N,50,CAR_AUTRE,J,INJ,GO,160-170,M2,0.0,GarageAutre
9,M,A,CSP_50,PriveTrajet,52,N,50,CAR_AUTRE,J,INS,GO,170-180,M1,0.0,GarageAutre
1,M,A,CSP_50,PriveTrajet,44,N,64,CAR_AUTRE,J,IDS,GO,150-160,M1,0.0,GarageAutre
10,M,A,CSP_60,Prive,43,N,50,CAR_AUTRE,J,INJ,GO,140-150,H,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,54,N,50,CAR_AUTRE,J,INJ,ES,180-190,M2,0.0,GarageAutre
9,M,A,CSP_50,PriveTrajet,54,N,62,CAR_AUTRE,J,INS,GO,180-190,M2,0.0,GarageAutre
7,M,A,CSP_AUTRE,PriveTrajet,33,N,95,CAR_AUTRE,J,INJ,GO,160-170,M2,0.0,GarageAutre
3,M,A,CSP_60,Prive,76,O,61,CAR_AUTRE,J,INJ,ES,200-220,M1,0.0,GarageAutre
0,M,A,CSP_60,Prive,70,O,50,CAR_AUTRE,J,IDS,GO,170-180,M1,618.5329305,GarageAutre
10,M,C,CSP_AUTRE,Prive,64,N,125,CAR_AUTRE,J,INJ,GO,001-130,0,0.0,GarageAutre
7,M,A,CSP_AUTRE,PriveTrajet,50,N,65,CAR_AUTRE,J,INJ,ES,140-150,0,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,21,N,95,CAR_AUTRE,J,INJ,GO,150-160,M2,0.0,GarageAutre
5,M,A,CSP_50,Prive,52,N,50,CAR_AUTRE,J,INS,GO,170-180,M1,0.0,GarageAutre
9,M,A,CSP_50,PriveTrajet,50,N,78,CAR_AUTRE,J,INS,GO,180-190,M2,0.0,GarageAutre
5,M,A,CSP_50,Professionnel,50,N,50,CAR_AUTRE,K,IDS,GO,190-200,M2,390.4006042,GarageAutre
7,M,A,CSP_50,PriveTrajet,33,N,50,CAR_AUTRE,K,INS,GO,170-180,M2,1418.610272,GarageAutre
5,M,A,CSP_AUTRE,Professionnel,58,N,50,CAR_AUTRE,K,INJ,ES,190-200,M2,0.0,ClosCollectif
10,M,A,CSP_60,Prive,67,N,125,CAR_AUTRE,K,INJ,GO,150-160,0,0.0,GarageAutre
4,M,A,CSP_50,Professionnel,36,N,76,CAR_AUTRE,K,INS,GO,180-190,M2,0.0,GarageAutre
10,F,A,CSP_AUTRE,PriveTrajet,54,N,64,CAR_AUTRE,K,INS,GO,160-170,M2,0.0,GarageAutre
10,F,A,CSP_AUTRE,Professionnel,62,N,50,CAR_AUTRE,K,INJ,ES,170-180,0,0.0,GarageAutre
3,F,A,CSP_50,Prive,52,N,69,CAR_AUTRE,K,IDS,GO,190-200,M1,5904.152266,GarageAutre
10,F,A,CSP_AUTRE,PriveTrajet,48,N,50,CAR_AUTRE,K,INS,GO,170-180,M2,0.0,GarageAutre
10,F,A,CSP_AUTRE,Professionnel,40,N,60,CAR_AUTRE,K,INS,GO,170-180,M2,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,62,N,50,CAR_AUTRE,K,INJ,ES,170-180,0,0.0,GarageAutre
0,F,A,CSP_50,PriveTrajet,48,N,54,CAR_AUTRE,K,IDS,GO,190-200,M2,927.2456193,GarageAutre
1,F,A,CSP_60,Prive,67,N,50,CAR_AUTRE,K,IDS,GO,190-200,M1,0.0,IndividuelClos
7,F,C,CSP_AUTRE,Professionnel,31,N,95,CAR_AUTRE,K,INJ,ES,200-220,M2,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,40,N,50,CAR_AUTRE,K,INJ,GO,160-170,M2,0.0,GarageAutre
3,F,A,CSP_AUTRE,Professionnel,40,N,50,CAR_AUTRE,K,IDS,GO,190-200,M1,0.0,GarageAutre
10,F,A,CSP_AUTRE,PriveTrajet,37,N,80,CAR_AUTRE,K,INJ,ES,170-180,0,0.0,GarageAutre
0,F,A,CSP_50,Prive,58,N,50,CAR_AUTRE,K,IDS,GO,180-190,M1,0.0,GarageAutre
3,M,A,CSP_50,Prive,36,N,90,CAR_AUTRE,K,INJ,ES,180-190,M2,0.0,ClosCollectif
9,M,C,CSP_50,Professionnel,30,N,75,CAR_AUTRE,K,INS,GO,170-180,M2,0.0,GarageAutre
7,M,A,CSP_50,PriveTrajet,32,N,85,CAR_AUTRE,K,INS,GO,170-180,M2,0.0,GarageAutre
5,M,A,CSP_AUTRE,Professionnel,40,N,50,CAR_AUTRE,K,IDS,GO,160-170,M2,0.0,GarageAutre
2,M,A,CSP_50,Prive,59,N,90,CAR_AUTRE,K,INJ,ES,190-200,M2,0.0,ClosCollectif
10,M,C,CSP_AUTRE,PriveTrajet,38,N,50,CAR_AUTRE,K,INS,GO,170-180,M2,0.0,GarageAutre
5,M,A,CSP_50,PriveTrajet,45,N,85,CAR_AUTRE,K,INS,GO,160-170,M2,0.0,GarageAutre
10,M,A,CSP_AUTRE,Professionnel,55,N,50,CAR_AUTRE,K,INJ,ES,170-180,H,0.0,GarageAutre
0,M,C,CSP_50,Tournees,32,N,80,CAR_AUTRE,K,IDS,GO,180-190,M1,154.0087613,GarageAutre
10,M,A,CSP_50,PriveTrajet,35,N,76,CAR_AUTRE,K,INJ,ES,160-170,0,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,52,N,50,CAR_AUTRE,K,INJ,GO,150-160,0,0.0,GarageAutre
10,M,C,CSP_AUTRE,Professionnel,30,N,64,CAR_AUTRE,K,INJ,ES,170-180,M2,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,58,N,50,CAR_AUTRE,K,INS,GO,170-180,M2,0.0,ClosCollectif
3,M,A,CSP_60,Prive,67,N,50,CAR_AUTRE,K,INJ,ES,190-200,M2,0.0,GarageAutre
9,M,A,CSP_50,Prive,42,N,85,CAR_AUTRE,K,INS,GO,170-180,M2,0.0,GarageAutre
7,M,A,CSP_50,PriveTrajet,47,N,50,CAR_AUTRE,K,INJ,ES,190-200,M2,0.0,ClosCollectif
7,M,A,CSP_50,PriveTrajet,45,N,68,CAR_AUTRE,K,INS,GO,160-170,M2,0.0,GarageAutre
10,M,A,CSP_50,Prive,53,O,50,CAR_AUTRE,K,INS,GO,170-180,M2,0.0,ClosCollectif
4,M,C,CSP_60,Prive,71,N,50,CAR_AUTRE,K,INJ,ES,200-220,M2,105.5238671,GarageAutre
3,F,A,CSP_AUTRE,Prive,46,N,50,CAR_AUTRE,K,IDS,GO,190-200,M1,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,51,N,72,CAR_AUTRE,K,INS,GO,170-180,M2,0.0,GarageAutre
3,F,A,CSP_50,PriveTrajet,57,N,50,CAR_AUTRE,K,IDS,GO,180-190,M1,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,39,N,85,CAR_AUTRE,K,INJ,ES,160-170,0,0.0,GarageAutre
2,M,A,CSP_AUTRE,PriveTrajet,53,N,50,CAR_AUTRE,K,INJ,ES,200-220,M2,0.0,GarageAutre
5,M,A,CSP_AUTRE,Professionnel,29,N,76,CAR_AUTRE,L,INS,GO,180-190,M2,1402.338671,GarageAutre
2,M,A,CSP_AUTRE,Prive,40,N,67,CAR_AUTRE,L,INJ,ES,200-220,M2,0.0,GarageAutre
2,M,A,CSP_50,PriveTrajet,55,N,60,CAR_AUTRE,L,IDS,GO,180-190,M2,0.0,GarageAutre
3,F,A,CSP_50,PriveTrajet,47,N,64,CAR_AUTRE,L,INJ,ES,190-200,M2,0.0,GarageAutre
0,F,A,CSP_50,PriveTrajet,58,N,50,CAR_AUTRE,L,IDS,GO,180-190,M1,0.0,GarageAutre
7,F,A,CSP_50,PriveTrajet,35,N,72,CAR_AUTRE,L,INJ,ES,200-220,M2,0.0,GarageAutre
10,F,A,CSP_50,PriveTrajet,44,N,80,CAR_AUTRE,L,INJ,ES,180-190,H,0.0,GarageAutre
0,F,A,CSP_50,PriveTrajet,37,N,90,CAR_AUTRE,L,INJ,ES,190-200,M2,0.0,GarageAutre
4,F,A,CSP_50,Prive,51,O,50,CAR_AUTRE,L,IDS,GO,180-190,M2,0.0,GarageAutre
1,M,A,CSP_AUTRE,PriveTrajet,38,N,76,CAR_AUTRE,L,INJ,ES,170-180,H,0.0,ClosCollectif
3,M,A,CSP_50,Professionnel,44,N,57,CAR_AUTRE,L,INJ,ES,190-200,M2,0.0,ClosCollectif
7,M,A,CSP_AUTRE,Professionnel,41,N,90,CAR_AUTRE,L,INJ,ES,200-220,M2,0.0,GarageAutre
10,M,C,CSP_AUTRE,Professionnel,41,N,50,CAR_AUTRE,L,INJ,ES,190-200,M2,0.0,GarageAutre
0,M,A,CSP_60,Prive,63,N,58,CAR_AUTRE,L,IDS,GO,180-190,M1,0.0,IndividuelClos
10,M,A,CSP_50,PriveTrajet,53,N,50,CAR_AUTRE,L,INJ,ES,180-190,0,0.0,GarageAutre
10,M,C,CSP_AUTRE,PriveTrajet,43,N,50,CAR_AUTRE,L,INJ,GO,140-150,0,0.0,GarageAutre
7,M,A,CSP_AUTRE,PriveTrajet,45,N,50,CAR_AUTRE,L,INS,ES,180-190,H,0.0,ClosCollectif
7,M,A,CSP_50,PriveTrajet,47,N,50,CAR_AUTRE,L,INS,GO,180-190,M2,0.0,GarageAutre
10,M,A,CSP_AUTRE,Prive,41,O,51,CAR_AUTRE,L,INJ,ES,180-190,M2,0.0,GarageAutre
3,M,A,CSP_AUTRE,PriveTrajet,42,N,50,CAR_AUTRE,L,IDS,GO,180-190,M2,0.0,GarageAutre
10,M,A,CSP_AUTRE,PriveTrajet,40,N,50,CAR_AUTRE,L,INJ,ES,180-190,H,0.0,IndividuelClos
2,M,A,CSP_AUTRE,PriveTrajet,31,N,60,CAR_AUTRE,L,IDS,GO,190-200,M1,318.763142,GarageAutre
7,M,A,CSP_AUTRE,PriveTrajet,51,N,71,CAR_AUTRE,L,INJ,GO,160-170,M2,0.0,GarageAutre
5,M,A,CSP_50,PriveTrajet,33,N,90,CAR_AUTRE,L,INJ,ES,190-200,M2,0.0,GarageAutre
4,M,A,CSP_50,Prive,47,N,50,CAR_AUTRE,L,INJ,ES,190-200,M2,0.0,ClosCollectif
4,M,A,CSP_50,PriveTrajet,41,N,50,CAR_AUTRE,L,IDS,GO,180-190,M2,0.0,GarageAutre
2,M,A,CSP_60,Prive,78,N,50,CAR_AUTRE,L,INJ,ES,190-200,M2,2639.758006,GarageAutre
4,M,A,CSP_60,Prive,66,N,50,CAR_AUTRE,L,INJ,ES,200-220,M2,3358.571601,GarageAutre
1,M,A,CSP_AUTRE,Professionnel,43,N,51,CAR_AUTRE,L,IDS,GO,160-170,0,446.5323263,GarageAutre
2,M,A,CSP_AUTRE,Professionnel,55,N,50,CAR_AUTRE,L,IDS,GO,170-180,M2,0.0,GarageAutre
10,M,A,CSP_AUTRE,Prive,58,N,50,CAR_AUTRE,L,INJ,ES,190-200,M2,0.0,GarageAutre
5,M,A,CSP_50,PriveTrajet,55,N,50,CAR_AUTRE,L,INJ,ES,190-200,M2,0.0,ClosCollectif
9,M,A,CSP_50,Prive,37,N,50,CAR_AUTRE,L,IDS,GO,170-180,M2,0.0,GarageAutre
1,M,A,CSP_50,PriveTrajet,36,N,68,CAR_AUTRE,L,IDS,GO,200-220,M2,1029.246526,GarageAutre
2,M,C,CSP_AUTRE,PriveTrajet,36,N,50,CAR_AUTRE,L,INJ,ES,180-190,M2,0.0,IndividuelClos
7,M,A,CSP_50,PriveTrajet,44,N,50,CAR_AUTRE,L,INJ,ES,190-200,M2,0.0,ClosCollectif
5,M,A,CSP_50,Prive,35,N,90,CAR_AUTRE,L,INJ,ES,200-220,M1,0.0,IndividuelClos
1,M,A,CSP_50,Professionnel,58,N,58,CAR_AUTRE,L,IDS,GO,180-190,M2,0.0,IndividuelClos
10,M,C,CSP_AUTRE,PriveTrajet,32,N,76,CAR_AUTRE,L,INJ,GO,140-150,0,0.0,GarageAutre
10,M,A,CSP_50,Professionnel,46,N,60,CAR_AUTRE,L,INJ,ES,180-190,H,0.0,GarageAutre
10,M,A,CSP_AUTRE,Professionnel,34,N,68,CAR_AUTRE,L,INJ,GO,140-150,0,0.0,GarageAutre
2,M,A,CSP_50,PriveTrajet,41,N,76,CAR_AUTRE,L,INJ,ES,200-220,M2,0.0,GarageAutre
5,M,A,CSP_50,PriveTrajet,32,N,64,CAR_AUTRE,L,IDS,GO,190-200,M2,0.0,GarageAutre
10,M,A,CSP_50,Prive,37,N,100,CAR_AUTRE,L,INS,GO,170-180,M2,0.0,GarageAutre
2,M,A,CSP_50,PriveTrajet,52,N,50,CAR_AUTRE,L,IDS,GO,200-220,M1,0.0,GarageAutre
5,F,A,CSP_50,Prive,61,O,50,CAR_AUTRE,L,INJ,ES,190-200,M2,0.0,ClosCollectif
10,M,A,CSP_AUTRE,PriveTrajet,40,N,51,CAR_AUTRE,L,INJ,ES,180-190,H,0.0,IndividuelClos
2,M,A,CSP_AUTRE,Professionnel,44,N,50,CAR_AUTRE,L,INS,GO,170-180,M2,0.0,GarageAutre
10,F,A,CSP_AUTRE,PriveTrajet,41,N,50,CAR_AUTRE,M,INJ,ES,190-200,H,0.0,GarageAutre
9,M,A,CSP_50,PriveTrajet,50,N,50,CAR_AUTRE,M,INJ,ES,190-200,H,0.0,GarageAutre
1,M,A,CSP_50,PriveTrajet,57,N,50,CAR_AUTRE,M,IDS,GO,180-190,M2,102.5900302,GarageAutre
3,F,C,CSP_50,PriveTrajet,38,N,50,CAR_AUTRE,M,IDS,GO,190-200,M2,63.50755287,GarageAutre
2,F,A,CSP_50,PriveTrajet,42,N,85,CAR_AUTRE,M,IDS,GO,200-220,M1,0.0,GarageAutre
7,F,A,CSP_AUTRE,PriveTrajet,35,O,80,CAR_AUTRE,M,INJ,ES,200-220,M2,0.0,GarageAutre
3,M,A,CSP_50,Prive,39,O,112,CAR_AUTRE,M,INS,ES,200-220,M2,0.0,GarageAutre
10,M,A,CSP_AUTRE,PriveTrajet,45,N,100,CAR_AUTRE,M,INJ,ES,190-200,M2,0.0,GarageAutre
1,M,A,CSP_AUTRE,PriveTrajet,33,N,90,CAR_AUTRE,M,IDS,GO,180-190,M2,0.0,GarageAutre
3,M,A,CSP_AUTRE,Professionnel,38,N,50,CAR_AUTRE,M,INJ,ES,200-220,M2,97.32326284,IndividuelClos
1,M,A,CSP_50,Professionnel,52,N,50,CAR_AUTRE,M,IDS,GO,190-200,M2,0.0,GarageAutre
2,M,A,CSP_50,Professionnel,51,N,50,CAR_AUTRE,M,IDS,GO,200-220,M2,0.0,GarageAutre
3,M,A,CSP_AUTRE,PriveTrajet,42,N,60,CAR_AUTRE,M,INS,ES,200-220,M2,0.0,GarageAutre
7,M,A,CSP_50,PriveTrajet,32,N,57,CAR_AUTRE,M,INJ,ES,S220,M2,0.0,GarageAutre
1,M,A,CSP_50,PriveTrajet,32,N,54,CAR_AUTRE,M,INJ,ES,200-220,M2,0.0,GarageAutre
10,M,C,CSP_50,PriveTrajet,41,N,90,CAR_AUTRE,M,INJ,ES,190-200,M2,0.0,IndividuelClos
9,M,A,CSP_AUTRE,Professionnel,51,N,50,CAR_AUTRE,M,INJ,ES,190-200,H,0.0,GarageAutre
10,M,A,CSP_50,Professionnel,44,N,50,CAR_AUTRE,M,INJ,ES,200-220,H,0.0,GarageAutre
1,M,A,CSP_50,PriveTrajet,40,N,50,CAR_AUTRE,M,IDS,GO,190-200,M2,0.0,GarageAutre
9,M,A,CSP_50,Prive,64,N,50,CAR_AUTRE,M,IDS,GO,160-170,M2,0.0,ClosCollectif
5,M,A,CSP_50,Professionnel,45,N,50,CAR_AUTRE,M,INJ,ES,190-200,M2,0.0,GarageAutre
3,M,A,CSP_50,PriveTrajet,37,N,72,CAR_AUTRE,M,IDS,GO,190-200,M2,0.0,GarageAutre
10,M,A,CSP_60,Prive,79,O,50,CAR_AUTRE,M,INJ,ES,190-200,M2,0.0,ClosCollectif
9,M,A,CSP_AUTRE,Professionnel,47,N,54,CAR_AUTRE,M,INJ,ES,190-200,M2,0.0,GarageAutre
2,M,A,CSP_50,PriveTrajet,32,N,61,CAR_AUTRE,M,IDS,GO,200-220,M2,0.0,IndividuelClos
1,M,A,CSP_AUTRE,PriveTrajet,48,N,50,CAR_AUTRE,M,INJ,ES,200-220,M2,0.0,GarageAutre
2,M,A,CSP_AUTRE,PriveTrajet,58,N,50,CAR_AUTRE,M,IDS,GO,190-200,M2,0.0,GarageAutre
10,M,A,CSP_AUTRE,Tournees,56,N,108,CAR_AUTRE,M,INS,GO,180-190,H,0.0,GarageAutre
10,M,A,CSP_50,Professionnel,51,N,50,CAR_AUTRE,M,INS,GO,180-190,H,0.0,GarageAutre
1,M,A,CSP_AUTRE,PriveTrajet,53,N,50,CAR_AUTRE,M,IDS,GO,200-220,M2,0.0,GarageAutre
1,M,A,CSP_AUTRE,Tournees,57,N,50,CAR_AUTRE,M,IDS,GO,190-200,M2,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,34,N,100,CAR_AUTRE,M,INJ,ES,180-190,H,0.0,GarageAutre
9,M,A,CSP_50,Prive,34,N,57,CAR_AUTRE,M,INJ,ES,190-200,M2,0.0,ClosCollectif
1,M,A,CSP_50,PriveTrajet,35,N,80,CAR_AUTRE,M,IDS,GO,200-220,M1,699.902719,GarageAutre
3,F,A,CSP_AUTRE,Professionnel,47,N,64,CAR_AUTRE,M,IDS,GO,200-220,M2,0.0,IndividuelClos
4,M,A,CSP_50,PriveTrajet,41,N,72,CAR_AUTRE,M,IDS,GO,190-200,M2,971.1471299,ClosCollectif
10,M,A,CSP_60,Prive,69,N,100,CAR_AUTRE,M,INJ,ES,170-180,H,0.0,IndividuelClos
3,M,A,CSP_AUTRE,Professionnel,55,N,50,CAR_AUTRE,M,IDS,GO,180-190,M2,0.0,GarageAutre
10,M,C,CSP_AUTRE,Prive,35,N,57,CAR_AUTRE,M,INS,GO,180-190,H,0.0,GarageAutre
0,M,C,CSP_50,Professionnel,35,N,54,CAR_AUTRE,M,IDS,GO,200-220,M2,328.1302115,IndividuelClos
10,M,A,CSP_50,Professionnel,53,N,50,CAR_AUTRE,M,INJ,ES,200-220,H,0.0,GarageAutre
4,F,A,CSP_50,PriveTrajet,45,N,51,CAR_AUTRE,N,INJ,ES,180-190,M2,529.5045317,GarageAutre
3,M,A,CSP_50,Professionnel,39,N,57,CAR_AUTRE,N,IDS,GO,190-200,M2,0.0,GarageAutre
7,M,A,CSP_AUTRE,Professionnel,55,N,80,CAR_AUTRE,N,INJ,ES,180-190,H,0.0,GarageAutre
4,M,A,CSP_AUTRE,PriveTrajet,59,N,50,CAR_AUTRE,N,IDS,GO,190-200,M2,674.5350453,GarageAutre
2,F,C,CSP_AUTRE,Professionnel,60,N,50,CAR_AUTRE,N,INJ,GO,170-180,M2,0.0,GarageAutre
5,F,A,CSP_AUTRE,Prive,49,O,50,CAR_AUTRE,N,INS,ES,S220,M2,0.0,IndividuelClos
3,F,A,CSP_50,PriveTrajet,32,N,51,CAR_AUTRE,N,IDS,GO,180-190,M2,1116.271903,GarageAutre
1,F,A,CSP_50,PriveTrajet,58,N,58,CAR_AUTRE,N,IDS,GO,180-190,H,0.0,GarageAutre
1,F,A,CSP_AUTRE,Professionnel,56,N,50,CAR_AUTRE,N,IDS,GO,200-220,M2,0.0,GarageAutre
3,M,A,CSP_AUTRE,Professionnel,60,N,50,CAR_AUTRE,N,INJ,ES,190-200,M2,0.0,IndividuelClos
3,M,A,CSP_50,Prive,54,O,50,CAR_AUTRE,N,IDS,GO,190-200,M2,0.0,GarageAutre
7,M,A,CSP_AUTRE,Professionnel,49,N,50,CAR_AUTRE,N,IDS,GO,190-200,M2,0.0,GarageAutre
0,M,A,CSP_AUTRE,PriveTrajet,36,N,60,CAR_AUTRE,N,IDS,GO,190-200,M2,0.0,GarageAutre
2,M,A,CSP_50,Professionnel,33,N,65,CAR_AUTRE,N,IDS,GO,200-220,M2,516.8501511,ClosCollectif
7,M,A,CSP_60,Prive,73,N,50,CAR_AUTRE,N,INJ,ES,190-200,M2,0.0,GarageAutre
5,M,C,CSP_50,PriveTrajet,35,N,100,CAR_AUTRE,N,IDS,GO,190-200,M2,0.0,GarageAutre
1,M,C,CSP_60,Prive,72,N,65,CAR_AUTRE,N,IDS,GO,190-200,M2,0.0,ClosCollectif
9,M,A,CSP_50,Professionnel,47,N,50,CAR_AUTRE,N,INJ,ES,180-190,H,0.0,GarageAutre
9,M,A,CSP_50,Prive,36,N,90,CAR_AUTRE,N,IDS,GO,170-180,M2,0.0,GarageAutre
4,M,A,CSP_AUTRE,PriveTrajet,49,N,50,CAR_AUTRE,N,IDS,GO,190-200,M2,0.0,GarageAutre
7,M,A,CSP_AUTRE,PriveTrajet,32,N,90,CAR_AUTRE,N,INS,GO,190-200,H,0.0,GarageAutre
10,M,A,CSP_AUTRE,PriveTrajet,61,O,50,CAR_AUTRE,N,INS,GO,180-190,H,0.0,ClosCollectif
4,M,A,CSP_50,Tournees,32,N,50,CAR_AUTRE,N,IDS,GO,190-200,M2,0.0,GarageAutre
10,M,A,CSP_50,PriveTrajet,30,N,72,CAR_AUTRE,N,INS,GO,180-190,M2,0.0,GarageAutre
7,M,A,CSP_AUTRE,Prive,58,N,50,CAR_AUTRE,N,INJ,ES,180-190,M2,0.0,GarageAutre
7,M,A,CSP_50,Prive,33,N,51,CAR_AUTRE,N,IDS,GO,190-200,M2,0.0,ClosCollectif
9,M,A,CSP_AUTRE,PriveTrajet,39,N,95,CAR_AUTRE,N,INJ,ES,190-200,H,0.0,GarageAutre
2,M,A,CSP_60,Prive,68,N,50,CAR_AUTRE,N,IDS,GO,190-200,M2,0.0,GarageAutre
1,M,C,CSP_50,Professionnel,35,N,72,CAR_AUTRE,N,INJ,ES,190-200,M2,0.0,GarageAutre
2,M,A,CSP_50,Professionnel,49,N,50,CAR_AUTRE,N,IDS,GO,200-220,M2,0.0,ClosCollectif
10,M,A,CSP_50,Prive,38,N,57,CAR_AUTRE,N,INS,GO,170-180,H,0.0,GarageAutre
3,M,C,CSP_50,Prive,33,N,60,CAR_AUTRE,N,IDS,GO,190-200,M2,0.0,ClosCollectif
10,M,A,CSP_50,PriveTrajet,48,N,85,CAR_AUTRE,N,INS,GO,180-190,H,0.0,GarageAutre
0,M,A,CSP_50,PriveTrajet,34,N,68,CAR_AUTRE,N,IDS,GO,190-200,M2,586.2253776,GarageAutre
10,F,A,CSP_50,PriveTrajet,33,N,68,CAR_AUTRE,O,INJ,ES,200-220,M2,0.0,ClosCollectif
3,F,A,CSP_50,Professionnel,37,N,71,CAR_AUTRE,O,IDS,GO,200-220,M2,0.0,ClosCollectif
7,F,A,CSP_AUTRE,PriveTrajet,34,N,64,CAR_AUTRE,O,INS,GO,190-200,H,0.0,IndividuelClos
7,F,A,CSP_AUTRE,Professionnel,44,N,57,CAR_AUTRE,O,INJ,ES,S220,M2,0.0,GarageAutre
3,M,A,CSP_50,PriveTrajet,61,N,50,CAR_AUTRE,O,INJ,ES,S220,M2,0.0,IndividuelClos
2,M,A,CSP_50,Prive,63,N,50,CAR_AUTRE,O,INJ,ES,S220,M2,0.0,ClosCollectif
9,M,A,CSP_50,PriveTrajet,51,N,50,CAR_AUTRE,O,INJ,ES,190-200,H,0.0,ClosCollectif
9,M,A,CSP_50,PriveTrajet,41,N,80,CAR_AUTRE,O,INS,GO,190-200,H,0.0,GarageAutre
1,M,A,CSP_AUTRE,Professionnel,46,N,50,CAR_AUTRE,O,IDS,GO,190-200,H,0.0,IndividuelClos
7,M,A,CSP_50,Professionnel,51,N,50,CAR_AUTRE,O,IDS,GO,190-200,H,0.0,IndividuelClos
2,M,A,CSP_50,PriveTrajet,68,N,50,CAR_AUTRE,O,INS,ES,200-220,M2,0.0,ClosCollectif
3,M,A,CSP_50,PriveTrajet,56,N,50,CAR_AUTRE,O,IDS,GO,200-220,M2,0.0,IndividuelClos
7,M,A,CSP_50,PriveTrajet,44,N,50,CAR_AUTRE,O,INS,GO,200-220,M2,0.0,ClosCollectif
10,M,A,CSP_50,PriveTrajet,39,N,85,CAR_AUTRE,O,INJ,ES,170-180,H,0.0,GarageAutre
10,M,A,CSP_AUTRE,Professionnel,46,N,60,CAR_AUTRE,O,INJ,ES,180-190,H,0.0,IndividuelClos
